ORF_Info,Phi_Post_Arith_Mean,Phi_Post_Median,Phi_Post_Geom_Mean,Phi_Post_Harm_Mean,Phi_Post_SD,logPhi_Post_SD
WBGene00003507,0.896397202,0.899095803,0.89126569,0.886008341,0.094971714,0.108007919
WBGene00003509,0.604157615,0.591502494,0.580154239,0.554450923,0.167459068,0.292346182
WBGene00003510,1.432820729,1.424997156,1.423454449,1.414031749,0.16372158,0.114941384
WBGene00003511,1.152649487,1.153139043,1.14221396,1.131504826,0.153581109,0.136111782
WBGene00003514,2.460502625,2.461759092,2.459546382,2.458589856,0.068629338,0.027901021
WBGene00003516,0.808418155,0.803100907,0.780747946,0.750523267,0.206426875,0.271684199
WBGene00003517,0.949420508,0.950546011,0.944750723,0.939983368,0.093384814,0.099986933
WBGene00003520,0.909425572,0.905758286,0.898900682,0.888092247,0.137119359,0.154094479
WBGene00003522,1.275779189,1.277950967,1.268996293,1.26212088,0.130944265,0.103789821
WBGene00003523,0.889718492,0.88996911,0.8799845,0.869860421,0.129890703,0.150184595
WBGene00003527,0.502986499,0.501205425,0.492850775,0.482347238,0.099922901,0.204656133
WBGene00003539,0.308567521,0.302399061,0.296082063,0.283039691,0.086637104,0.293810681
WBGene00003541,0.378488049,0.374940245,0.36667942,0.353923877,0.092458075,0.258400543
WBGene00003544,0.409529312,0.406151073,0.398272075,0.386240118,0.093635691,0.24179236
WBGene00003547,0.35940127,0.358317728,0.349679828,0.339475039,0.082018146,0.238900839
WBGene00003552,0.292702219,0.28783907,0.283801593,0.274335768,0.070695845,0.254328761
WBGene00003553,0.729932218,0.727058582,0.724732274,0.719402865,0.086314584,0.120572857
WBGene00003563,0.436615648,0.429281258,0.418923468,0.399846569,0.121622407,0.29589168
WBGene00003564,1.136120702,1.134113829,1.125000966,1.113594881,0.157292522,0.14158345
WBGene00003576,0.78502412,0.779440902,0.780172923,0.775250285,0.086859209,0.111969813
WBGene00003578,0.728446004,0.729800232,0.719436595,0.710142918,0.113180663,0.159579634
WBGene00003579,1.861492736,1.869738177,1.852803672,1.844042689,0.179350429,0.097101864
WBGene00003580,0.75031077,0.746473639,0.738455778,0.726168001,0.13170657,0.18085013
WBGene00003581,0.925606886,0.925547228,0.906779772,0.886939417,0.182857829,0.206576112
WBGene00003583,0.624070667,0.621849648,0.608972317,0.592296718,0.132123952,0.228149522
WBGene00003584,0.749131052,0.74813937,0.738227752,0.726838048,0.125947874,0.173734398
WBGene00003585,0.441352083,0.443681162,0.425244683,0.407276044,0.115332109,0.282260845
WBGene00003587,1.506249342,1.496323455,1.482223737,1.457166691,0.264724188,0.18201777
WBGene00003588,2.908088433,2.901274825,2.902845591,2.897601497,0.174763837,0.06013545
WBGene00003590,0.992888774,0.988538888,0.985586672,0.978198774,0.119963342,0.122149644
WBGene00003591,1.325358994,1.328599958,1.319586137,1.313696038,0.122783503,0.094038685
WBGene00003594,1.117650821,1.117294475,1.111802297,1.105892228,0.113929723,0.102893558
WBGene00003595,0.883613993,0.879703609,0.867846472,0.851775009,0.166003847,0.19166943
WBGene00003601,0.675823233,0.671957535,0.668179217,0.660423174,0.101283021,0.151875047
WBGene00003602,0.793687649,0.795536756,0.787674457,0.781479249,0.096628897,0.124513822
WBGene00003603,0.383420795,0.382656875,0.373247802,0.362079564,0.086004374,0.23842602
WBGene00003606,0.261357048,0.257214991,0.252122827,0.242552617,0.068889258,0.273182516
WBGene00003609,0.440677773,0.436766191,0.430439321,0.41971275,0.093528294,0.220688024
WBGene00003614,0.863185706,0.860541596,0.855251631,0.84698494,0.115083962,0.13765893
WBGene00003615,0.42974993,0.424957972,0.418006781,0.404984879,0.097781401,0.242319319
WBGene00003618,0.686715969,0.685708705,0.679565438,0.672264444,0.098372905,0.145897085
WBGene00003619,0.406088718,0.40420053,0.39648577,0.386516718,0.087275949,0.222262684
WBGene00003621,0.388123761,0.384401184,0.379259926,0.36988616,0.081473252,0.219109056
WBGene00003626,0.26626661,0.263952412,0.255215931,0.243308092,0.074413339,0.300187768
WBGene00003628,0.897886114,0.894696841,0.892603594,0.887242061,0.096861804,0.109253825
WBGene00003635,0.693474973,0.687570951,0.685950627,0.678232739,0.101283971,0.149106386
WBGene00003636,1.175160221,1.176383195,1.170875282,1.166567086,0.100214364,0.085712631
WBGene00003637,0.620691097,0.621400692,0.614046887,0.607155984,0.089505565,0.148514471
WBGene00003638,0.951058314,0.950885525,0.947492226,0.943894227,0.08209486,0.087000528
WBGene00003642,0.539005633,0.53799866,0.528991311,0.518277501,0.10149014,0.197753343
WBGene00003643,0.610719586,0.604908119,0.601175544,0.591331036,0.10681003,0.179651153
WBGene00003645,0.877710453,0.875675428,0.870431426,0.862995356,0.112139282,0.130078093
WBGene00003647,0.688695074,0.682967406,0.679771433,0.670433437,0.109267527,0.163791653
WBGene00003648,0.870649601,0.871878483,0.863607407,0.85635881,0.109454417,0.12868633
WBGene00003649,0.465149183,0.460650017,0.456120665,0.446734657,0.090447828,0.200972362
WBGene00003653,0.560201356,0.557958382,0.549786227,0.538770829,0.105972417,0.197353729
WBGene00003659,0.294995725,0.287561578,0.283930104,0.272319453,0.080006703,0.282488191
WBGene00003660,0.843748973,0.844858727,0.835522714,0.826991385,0.115998349,0.141688765
WBGene00003662,0.475315469,0.471147897,0.462759691,0.4493758,0.106879031,0.236617769
WBGene00003677,0.717995639,0.715389593,0.709470896,0.700761341,0.109756296,0.1559495
WBGene00003680,0.470363271,0.47068917,0.460217313,0.449358432,0.095238571,0.213549717
WBGene00003682,0.640328659,0.642687896,0.63132871,0.621862006,0.105083082,0.171083593
WBGene00003690,0.22284084,0.217901752,0.212914277,0.202608102,0.065893641,0.308440818
WBGene00003691,0.275121668,0.269084406,0.263929261,0.252262333,0.077875916,0.294143246
WBGene00003692,0.59275787,0.594356995,0.584111717,0.574930876,0.099163105,0.174560768
WBGene00003693,0.644203979,0.643792252,0.635097968,0.625417281,0.106120896,0.171822364
WBGene00003696,0.500539064,0.49452854,0.489130932,0.476342935,0.103510253,0.221209414
WBGene00003697,0.363301961,0.357885579,0.350852246,0.337701038,0.093509588,0.270123284
WBGene00003698,0.353848481,0.352125323,0.341136779,0.326830742,0.09203353,0.279871782
WBGene00003700,0.494411364,0.494021489,0.48246633,0.469609983,0.105775177,0.22662472
WBGene00003702,0.747276244,0.749577398,0.73747246,0.727411566,0.11991481,0.164203217
WBGene00003703,0.776968474,0.775687631,0.768633578,0.759994685,0.112305899,0.148619876
WBGene00003706,0.633760411,0.632747612,0.626361184,0.618697628,0.095654656,0.155087093
WBGene00003710,0.503430514,0.503400426,0.495347704,0.48691571,0.088697403,0.182663653
WBGene00003712,0.658740169,0.656880505,0.649941302,0.640773298,0.10604905,0.166274069
WBGene00003713,0.449221913,0.448882823,0.43927001,0.428856957,0.093210524,0.215300276
WBGene00003716,0.485327067,0.484522496,0.475423563,0.465220841,0.097228896,0.205711757
WBGene00003718,0.727089582,0.728033986,0.720019453,0.712632368,0.099634669,0.141703724
WBGene00003723,0.722039034,0.719949953,0.714015925,0.705706802,0.106267927,0.151261725
WBGene00003724,0.638826731,0.636111491,0.630419547,0.621630291,0.102214001,0.165062534
WBGene00003725,0.723403062,0.72595452,0.714867441,0.706039845,0.109743766,0.155890238
WBGene00003728,0.510798217,0.511322395,0.50044746,0.489488131,0.10077276,0.206281167
WBGene00003730,0.709582491,0.70674537,0.705230675,0.700804684,0.078101345,0.111614096
WBGene00003734,1.458946145,1.45791866,1.456051435,1.453143619,0.091786576,0.06315937
WBGene00003739,1.230925754,1.227888014,1.218320647,1.205271846,0.173886349,0.145133219
WBGene00003740,1.21380441,1.209453027,1.200223219,1.186167037,0.179606779,0.151715096
WBGene00003741,1.045714164,1.039327521,1.021986233,0.997173332,0.219127618,0.218016838
WBGene00003742,0.964902471,0.957575204,0.946453536,0.926983508,0.185142211,0.200101589
WBGene00003743,0.788066733,0.781960849,0.765158472,0.739809381,0.183874013,0.250461485
WBGene00003746,0.770722596,0.775621287,0.752394013,0.732663063,0.163430617,0.224843845
WBGene00003748,0.729450569,0.726316829,0.706419052,0.680685325,0.177180064,0.26189732
WBGene00003749,0.919181547,0.912738213,0.899194548,0.877731723,0.187013059,0.214506203
WBGene00003750,1.747392977,1.741497038,1.721386142,1.693939236,0.296101057,0.176108309
WBGene00003751,1.637280615,1.63928804,1.62354047,1.609587974,0.210819761,0.130689147
WBGene00003753,0.663608235,0.659416535,0.642009985,0.619272691,0.166618089,0.262797636
WBGene00003755,0.813384257,0.804870793,0.779336275,0.742313527,0.22900722,0.301694644
WBGene00003756,1.771100344,1.770371298,1.754709412,1.737991262,0.239356095,0.137417136
WBGene00003757,0.702766468,0.697392852,0.677760979,0.650727272,0.182967635,0.276799272
WBGene00003758,0.791632522,0.787599209,0.76643898,0.738379281,0.193020892,0.262904742
WBGene00003762,2.236406217,2.228834123,2.204569589,2.171855954,0.373780159,0.171193455
WBGene00003764,1.919505773,1.901744004,1.894570904,1.869126999,0.307434175,0.163144754
WBGene00003765,2.339787673,2.317701984,2.305476661,2.270245006,0.397148639,0.173734273
WBGene00003766,1.322765438,1.306840835,1.282736481,1.239934213,0.318131041,0.253981986
WBGene00003768,1.437720619,1.415289422,1.401535243,1.363456038,0.317524657,0.230136943
WBGene00003769,1.052508575,1.046611609,1.011571048,0.965615174,0.284036211,0.292054078
WBGene00003770,1.147413562,1.141634267,1.120057097,1.09039336,0.24387038,0.225320395
WBGene00003771,1.030316301,1.010783505,0.990364976,0.947527969,0.280674833,0.288937364
WBGene00003773,1.934006043,1.937662396,1.921013847,1.907755289,0.222416398,0.116949545
WBGene00003774,0.241251967,0.241295051,0.234553458,0.227261745,0.055157021,0.243951205
WBGene00003777,1.1893343,1.190226782,1.188307599,1.187280506,0.04944217,0.041594329
WBGene00003784,0.925524326,0.92715021,0.914351388,0.902639753,0.141407872,0.158153518
WBGene00003788,0.692118507,0.692661188,0.68674994,0.68121067,0.085185143,0.126051265
WBGene00003791,0.909144117,0.906973048,0.905923871,0.902681849,0.076390888,0.084497138
WBGene00003794,0.783241853,0.779084553,0.77572011,0.767947013,0.107231172,0.140434821
WBGene00003802,1.017725756,1.017805241,1.012474758,1.007144569,0.102834767,0.102272189
WBGene00003804,1.033959523,1.033037032,1.026676954,1.01924358,0.121806166,0.11976744
WBGene00003812,0.9317675,0.93073288,0.926898659,0.921982208,0.094951016,0.10280066
WBGene00003813,0.368145779,0.365136189,0.361618054,0.354810183,0.068192965,0.19211505
WBGene00003815,1.34635721,1.347166157,1.342306842,1.338231259,0.10420858,0.077848406
WBGene00003821,1.317399094,1.314812748,1.313752339,1.310089705,0.097898413,0.074631325
WBGene00003826,1.262528871,1.259845839,1.251332418,1.239899157,0.166776453,0.134549919
WBGene00003828,1.078982689,1.076658527,1.071868233,1.064586508,0.122719412,0.115946291
WBGene00003829,1.091729738,1.090569049,1.084488996,1.077151941,0.125175091,0.115997391
WBGene00003844,1.637707933,1.637842553,1.633166632,1.62855711,0.12121506,0.074888234
WBGene00003850,0.38873989,0.381008053,0.376523054,0.36362039,0.095697412,0.258301207
WBGene00003854,0.553166213,0.556529209,0.544024391,0.534336937,0.098173616,0.186078941
WBGene00003856,0.93645497,0.934648111,0.92911087,0.921542937,0.116060796,0.126686291
WBGene00003859,0.346102839,0.337957722,0.327493121,0.308557868,0.1133444,0.339198127
WBGene00003865,1.389438451,1.391183796,1.383865299,1.378250106,0.124124094,0.089965647
WBGene00003870,0.448673845,0.451312313,0.437658078,0.425608375,0.096411734,0.229179012
WBGene00003876,0.655883163,0.653862164,0.651083379,0.646193702,0.078788543,0.1220529
WBGene00003877,1.190978744,1.187342003,1.18815593,1.185335545,0.082117035,0.068952314
WBGene00003878,0.870878311,0.869055097,0.866677316,0.862444765,0.085346703,0.098697594
WBGene00003879,1.597196758,1.59363249,1.589147022,1.581019836,0.159834208,0.100947582
WBGene00003882,0.761320057,0.762954123,0.753834038,0.746026662,0.104942067,0.142463462
WBGene00003883,0.777611565,0.777847408,0.775952399,0.774284902,0.050724735,0.065508785
WBGene00003885,0.661857789,0.66207976,0.657553948,0.653178848,0.075022739,0.114940235
WBGene00003886,0.34595888,0.344905405,0.335767597,0.324833797,0.081825699,0.250809922
WBGene00003888,0.350859698,0.349325001,0.339284696,0.326982762,0.088648444,0.265048858
WBGene00003889,1.146992977,1.149388182,1.144531842,1.142052159,0.074930714,0.06573626
WBGene00003891,2.968966718,2.960694682,2.959964467,2.950918233,0.230927561,0.078125553
WBGene00003898,0.764943345,0.764121816,0.761850322,0.75870192,0.068291967,0.090553167
WBGene00003901,1.928748932,1.928837183,1.92582853,1.92290523,0.106167117,0.055113826
WBGene00003904,0.925295842,0.931012058,0.912165656,0.898564498,0.153916935,0.171237652
WBGene00003905,0.691695461,0.692407283,0.690336677,0.688977069,0.043382087,0.062783999
WBGene00003906,0.644712385,0.643455053,0.635032244,0.624948908,0.110201738,0.176391617
WBGene00003909,0.716687759,0.721400737,0.706017827,0.694828284,0.121497774,0.175947111
WBGene00003916,0.625977572,0.624896916,0.622310344,0.618603512,0.067492303,0.108918004
WBGene00003922,1.851809228,1.853370772,1.844470618,1.837086309,0.164685481,0.089380645
WBGene00003923,1.610050641,1.611566166,1.601134899,1.592153775,0.169289288,0.10576247
WBGene00003924,2.129051845,2.129977271,2.122526993,2.115888689,0.165553824,0.078780345
WBGene00003925,1.775334951,1.775753861,1.76869553,1.762011093,0.153206595,0.086839994
WBGene00003926,1.580262818,1.573013667,1.572852308,1.56539821,0.152840115,0.097263896
WBGene00003927,1.636928731,1.639335218,1.629941236,1.62285322,0.150401126,0.092973547
WBGene00003928,1.646187423,1.643935411,1.638981933,1.63168975,0.153423218,0.094088534
WBGene00003930,0.897579998,0.896665633,0.894017064,0.890421343,0.079738586,0.089525662
WBGene00003931,1.516279983,1.516402769,1.512032778,1.507756542,0.113233421,0.075118375
WBGene00003932,1.183064045,1.18251901,1.177311679,1.171480426,0.116113693,0.0992329
WBGene00003934,2.315578917,2.31784245,2.305422781,2.295165576,0.216208688,0.094140336
WBGene00003941,1.157025699,1.157164565,1.146108103,1.134660618,0.156026594,0.139679571
WBGene00003943,0.622278048,0.625727567,0.617549746,0.612753526,0.076406569,0.124237892
WBGene00003947,2.439545809,2.436596318,2.433164248,2.426770161,0.176549832,0.072493007
WBGene00003948,2.50806552,2.496715282,2.501863598,2.495648242,0.176454626,0.070480372
WBGene00003949,1.907298741,1.90904044,1.898804976,1.89022512,0.179331541,0.094876273
WBGene00003950,1.817553944,1.808438059,1.808492655,1.799357566,0.181065963,0.100357524
WBGene00003951,2.179309576,2.18053446,2.173407107,2.167502364,0.160503177,0.073746842
WBGene00003952,1.939575251,1.93900191,1.933067223,1.926494486,0.158287207,0.08230399
WBGene00003953,1.771407714,1.768810775,1.763744851,1.755983186,0.164049299,0.093554496
WBGene00003955,2.46117584,2.461293957,2.454135735,2.447046853,0.185856547,0.075905373
WBGene00003956,0.641089464,0.644197111,0.634013709,0.626686358,0.093989049,0.150761839
WBGene00003958,0.85730161,0.856546117,0.854428845,0.851536023,0.070019292,0.082188659
WBGene00003962,2.222971001,2.228455567,2.219460114,2.215929912,0.124699241,0.056352957
WBGene00003970,0.705015046,0.703359058,0.702169495,0.699292432,0.063104903,0.090316771
WBGene00003975,0.868683745,0.867725354,0.84410734,0.817523567,0.2008823,0.24606526
WBGene00003978,0.879966272,0.879151158,0.873107461,0.866096,0.109093171,0.126058875
WBGene00003982,1.324088719,1.322860394,1.319301289,1.314482575,0.112412589,0.085369568
WBGene00003983,0.980865705,0.979106764,0.974148246,0.967337655,0.114207462,0.117908959
WBGene00003986,0.924031206,0.924374936,0.919648266,0.915205551,0.089545674,0.098010148
WBGene00003989,1.889339916,1.88215415,1.876344049,1.863154582,0.220519189,0.118180422
WBGene00003990,1.962249402,1.964848072,1.949289516,1.93587585,0.22295196,0.116279068
WBGene00003991,1.833163047,1.825490398,1.81975922,1.806176816,0.220660111,0.121843318
WBGene00003992,1.233707508,1.235477523,1.230448508,1.227138587,0.089120638,0.073095707
WBGene00003993,0.703925694,0.702365905,0.698147847,0.692244568,0.089456404,0.129408493
WBGene00003996,0.467448272,0.467956853,0.463593297,0.459621863,0.059336142,0.129971819
WBGene00004008,1.049212883,1.048116997,1.04737768,1.045526281,0.061874981,0.059352136
WBGene00004011,0.522584877,0.515838743,0.505743888,0.487559419,0.129467725,0.262882627
WBGene00004016,0.714014775,0.70922712,0.689111624,0.662773059,0.185101251,0.272740006
WBGene00004017,1.088482037,1.080430528,1.078205636,1.067718946,0.148445123,0.138837753
WBGene00004020,0.980950368,0.979011497,0.975301117,0.969580315,0.104865809,0.108015872
WBGene00004023,0.560795356,0.558914306,0.551787535,0.542595979,0.099827875,0.181737346
WBGene00004024,0.562305923,0.560675784,0.547480612,0.531357757,0.125155946,0.237557426
WBGene00004025,1.188044047,1.184323932,1.184098613,1.180134893,0.096724306,0.081769115
WBGene00004032,0.251368005,0.24762975,0.241937356,0.231731489,0.067164662,0.284629096
WBGene00004034,0.496041985,0.495801369,0.488498845,0.480503058,0.084817985,0.178199711
WBGene00004039,0.472731617,0.469662365,0.467011096,0.46115201,0.072929419,0.157529538
WBGene00004040,0.742980551,0.740977174,0.740447561,0.73789022,0.061205239,0.082938651
WBGene00004043,1.137002533,1.133645089,1.133300605,1.129581727,0.091669925,0.080957933
WBGene00004044,0.683075801,0.686108596,0.677564168,0.671854152,0.085597428,0.128703746
WBGene00004046,1.962502172,1.958530858,1.955434406,1.948324571,0.166318159,0.085189051
WBGene00004048,0.636173749,0.638080237,0.634129767,0.632051698,0.050640716,0.080663895
WBGene00004050,0.997815256,0.99822919,0.993652173,0.989428585,0.090634718,0.091914514
WBGene00004052,0.295137085,0.292726594,0.285624039,0.27544801,0.073282909,0.262394841
WBGene00004053,1.224563314,1.224172055,1.223540619,1.222516764,0.050047457,0.04091935
WBGene00004058,0.502873486,0.50344475,0.496290989,0.489584277,0.080829305,0.163746108
WBGene00004060,0.654190295,0.652191979,0.649332646,0.644374983,0.079203198,0.12297337
WBGene00004075,1.453436944,1.450535089,1.451556832,1.449676411,0.073987271,0.05092368
WBGene00004077,0.652888527,0.654425287,0.644361206,0.635535622,0.104355791,0.164100145
WBGene00004078,1.102622639,1.108953579,1.092788482,1.082472878,0.144629725,0.13575574
WBGene00004083,0.643083382,0.64653644,0.633131134,0.622726428,0.111239913,0.179346708
WBGene00004085,1.031422939,1.029288987,1.023742609,1.015674991,0.123679681,0.123950503
WBGene00004087,0.319315456,0.317929086,0.310432097,0.300891545,0.073411961,0.2435098
WBGene00004088,1.051307573,1.053499299,1.045817949,1.040235702,0.106750084,0.102938324
WBGene00004090,0.55321128,0.5517661,0.544449976,0.535142224,0.096304986,0.182092865
WBGene00004096,0.767759632,0.772017862,0.757528987,0.746782383,0.122777931,0.16645526
WBGene00004101,0.408514478,0.405238138,0.399572276,0.390027755,0.083697637,0.214874779
WBGene00004108,0.999364575,0.997756931,0.975656309,0.950084499,0.213006968,0.224263915
WBGene00004111,0.344599356,0.343457275,0.336875009,0.328668263,0.071343341,0.21742056
WBGene00004112,1.451369647,1.454081206,1.447327566,1.44324587,0.107910045,0.074957793
WBGene00004113,0.657785598,0.656662635,0.643540097,0.628455339,0.133902081,0.213516401
WBGene00004125,0.49755425,0.49482566,0.48775791,0.477576925,0.097728579,0.20230163
WBGene00004126,0.418587022,0.417144524,0.409612287,0.400181105,0.085135267,0.212003651
WBGene00004128,0.928220711,0.926757144,0.91892923,0.909360251,0.129857985,0.143312847
WBGene00004135,1.057057374,1.059126377,1.048920584,1.040542022,0.129545188,0.125535919
WBGene00004136,1.05395609,1.056226254,1.045792463,1.03745149,0.130169708,0.12567232
WBGene00004138,1.481001087,1.474809221,1.475111502,1.469207201,0.132121234,0.0894599
WBGene00004139,2.852002596,2.85744042,2.84632161,2.840626552,0.179942103,0.063253079
WBGene00004143,0.955814506,0.952334582,0.951315001,0.946697275,0.091791178,0.097923308
WBGene00004144,0.983074766,0.977036614,0.965001493,0.946130409,0.185803648,0.195637224
WBGene00004151,0.478640313,0.465583195,0.457566555,0.435404024,0.140337986,0.307304055
WBGene00004153,1.725150943,1.725083966,1.71792194,1.710696964,0.158228569,0.091771296
WBGene00004154,0.593996864,0.593374625,0.584845969,0.575283904,0.102402424,0.178948053
WBGene00004163,1.45497456,1.458437727,1.446053557,1.437002855,0.160374088,0.111524725
WBGene00004168,0.89737841,0.894185517,0.879708607,0.861226972,0.175071786,0.202790612
WBGene00004172,0.778268862,0.778577385,0.77066167,0.762729542,0.106961776,0.14203072
WBGene00004173,1.847847997,1.846872755,1.82967126,1.811084841,0.257245949,0.14179529
WBGene00004174,2.768614723,2.767882218,2.762879158,2.757099837,0.177704214,0.064590468
WBGene00004175,0.563015752,0.557358607,0.539895254,0.515019437,0.15773369,0.298052972
WBGene00004178,1.505411832,1.502725224,1.503125779,1.500833126,0.082911063,0.055219801
WBGene00004184,1.480661649,1.484289958,1.470927447,1.460956956,0.168304622,0.115771343
WBGene00004186,0.685179687,0.685926504,0.680778735,0.676246636,0.076727507,0.114589224
WBGene00004188,1.124342389,1.123911739,1.120519011,1.116654843,0.092360796,0.08286925
WBGene00004195,0.612708623,0.609359909,0.607661931,0.60248663,0.077831035,0.129764085
WBGene00004198,0.481918616,0.481438349,0.468380309,0.453769987,0.111642087,0.244797452
WBGene00004199,0.347445009,0.345072433,0.333676376,0.318892896,0.095598821,0.292397744
WBGene00004201,0.682493742,0.679198297,0.669587152,0.65610004,0.130588522,0.198588561
WBGene00004202,0.976036356,0.973555636,0.971669631,0.967258372,0.092034449,0.095088262
WBGene00004204,1.028521465,1.02656085,1.026700656,1.024875666,0.061180902,0.059621094
WBGene00004214,0.739453246,0.739620735,0.734778852,0.729964228,0.082192918,0.11366468
WBGene00004219,0.947479573,0.94651289,0.944817544,0.942134846,0.070847572,0.075247173
WBGene00004224,0.297345827,0.296774533,0.290434564,0.282992756,0.062595234,0.222014205
WBGene00004238,0.745446633,0.740895569,0.742052251,0.738665657,0.071350394,0.095637951
WBGene00004239,1.944389239,1.941239703,1.940816821,1.937250827,0.118072333,0.060678252
WBGene00004241,1.802878465,1.80096872,1.799539689,1.796183447,0.10952935,0.061026535
WBGene00004242,1.840445377,1.838088686,1.836922966,1.833401873,0.113996009,0.061953776
WBGene00004243,1.873341338,1.874516876,1.86940322,1.865452686,0.121401887,0.064993189
WBGene00004244,0.820749737,0.823928416,0.814933972,0.808955739,0.096653182,0.120335835
WBGene00004249,0.7936643,0.795688901,0.783725974,0.773410721,0.123506126,0.160871242
WBGene00004265,0.789269544,0.788210394,0.763809149,0.735949217,0.194099626,0.263947128
WBGene00004266,1.812300579,1.81589299,1.803479602,1.794467876,0.17728603,0.099477059
WBGene00004269,1.374956044,1.370201618,1.365529326,1.355925828,0.15982984,0.118109602
WBGene00004270,2.520300209,2.518938715,2.51232432,2.504261012,0.199792064,0.079932014
WBGene00004271,1.430295776,1.429535829,1.420854107,1.411288999,0.16373176,0.115702601
WBGene00004272,1.432840781,1.433124645,1.423977237,1.414886459,0.157872301,0.1123158
WBGene00004273,0.668301965,0.664718589,0.652654682,0.636469214,0.142789086,0.221015606
WBGene00004274,1.576978894,1.571094441,1.568536712,1.560005607,0.162652723,0.104072139
WBGene00004276,1.591772968,1.584766538,1.583291977,1.57474342,0.164035179,0.103753635
WBGene00004278,0.708619265,0.707795964,0.692681197,0.675573676,0.146258482,0.218361376
WBGene00004279,0.853015453,0.85082952,0.839298627,0.825117221,0.151396856,0.182318595
WBGene00004282,0.371127414,0.367706361,0.354670206,0.336542786,0.107044069,0.311907661
WBGene00004284,1.280645653,1.288342786,1.269793988,1.258569679,0.164385286,0.131902496
WBGene00004300,3.291116771,3.290892027,3.284623225,3.278127329,0.206929621,0.062916204
WBGene00004301,0.507379855,0.507692558,0.501292295,0.494964917,0.077457789,0.157399585
WBGene00004302,2.472590321,2.474199292,2.464648327,2.456639444,0.197640224,0.080484973
WBGene00004304,1.191820526,1.18808098,1.187711375,1.183562843,0.098680577,0.083415667
WBGene00004305,1.442096824,1.449243161,1.427328621,1.411973776,0.203341248,0.145285312
WBGene00004306,0.775833781,0.779709768,0.766761061,0.75735723,0.116963336,0.155292214
WBGene00004308,0.60843827,0.603159301,0.589824639,0.570033361,0.147590517,0.255099073
WBGene00004310,0.665972264,0.663482349,0.651232563,0.635899698,0.138365145,0.214930595
WBGene00004311,0.561605638,0.55376037,0.544194759,0.525732999,0.137157914,0.256698723
WBGene00004312,0.582704057,0.583722314,0.573307737,0.563427165,0.102904165,0.183286106
WBGene00004320,1.860079664,1.862697676,1.842554815,1.824672516,0.253453703,0.138691617
WBGene00004321,0.768719485,0.763559681,0.754038716,0.738632778,0.147371603,0.199831126
WBGene00004323,0.521513077,0.518178905,0.517317089,0.513049517,0.065775076,0.127965254
WBGene00004326,0.794522678,0.794585271,0.786834673,0.778886466,0.109167428,0.140988739
WBGene00004333,0.746664695,0.722666752,0.685803213,0.622865243,0.300460767,0.425901421
WBGene00004334,1.250724267,1.251108411,1.245116029,1.239441467,0.117914543,0.095242685
WBGene00004337,0.826049182,0.827787538,0.822537637,0.818985747,0.075829358,0.092718107
WBGene00004338,1.263936633,1.263291315,1.257251577,1.250375129,0.128587204,0.103876802
WBGene00004339,1.157410111,1.159593836,1.151420099,1.145275951,0.116554486,0.102690436
WBGene00004340,0.775723861,0.776881343,0.767049261,0.75812443,0.114792483,0.151529043
WBGene00004342,0.490347146,0.482920795,0.475157149,0.458253227,0.118410781,0.259001818
WBGene00004344,0.686952502,0.68813599,0.673469619,0.659249627,0.133792896,0.202712913
WBGene00004352,1.157743329,1.149105068,1.148338007,1.138781178,0.146928788,0.128538035
WBGene00004353,1.010987932,1.011454457,1.002234473,0.993238478,0.131829762,0.133094338
WBGene00004354,0.851986508,0.852850336,0.841774998,0.831048306,0.12956912,0.15766025
WBGene00004355,0.730104125,0.730360946,0.727504332,0.724885126,0.061467413,0.084741435
WBGene00004356,1.574510385,1.579171326,1.564956304,1.555180058,0.171938352,0.111176704
WBGene00004357,1.137438657,1.134856893,1.125659782,1.113516217,0.161751222,0.145834686
WBGene00004358,1.630396766,1.630169895,1.62648366,1.622540674,0.112690352,0.069529423
WBGene00004359,0.248032078,0.243014899,0.237900992,0.227156503,0.069775263,0.296075525
WBGene00004361,0.64326112,0.640341104,0.638847844,0.634368423,0.074971249,0.118036373
WBGene00004363,0.316705387,0.308391139,0.30423266,0.291135555,0.088029745,0.28976957
WBGene00004364,0.951116253,0.944282328,0.936547506,0.921177905,0.163511121,0.178688724
WBGene00004369,0.69944187,0.697337606,0.687958665,0.675854918,0.124384362,0.185114942
WBGene00004370,1.043777473,1.043096798,1.038843236,1.033868771,0.101228138,0.097715863
WBGene00004375,0.474312057,0.475545336,0.46742864,0.460257756,0.079531512,0.173446609
WBGene00004380,0.715760489,0.713458675,0.707256312,0.698320558,0.108323177,0.156998868
WBGene00004381,0.436555195,0.434484081,0.419068308,0.400435621,0.12074696,0.293734574
WBGene00004383,0.653522289,0.650586795,0.642863842,0.631597732,0.115831588,0.184529024
WBGene00004385,1.1613541,1.154379206,1.150456411,1.139346875,0.158089988,0.138362888
WBGene00004387,1.555718715,1.549682251,1.542958339,1.529866646,0.197290756,0.129491489
WBGene00004388,1.828723383,1.824555302,1.823024964,1.817295754,0.144194352,0.079209982
WBGene00004390,0.539227761,0.535776471,0.526607235,0.513243721,0.114051639,0.22219623
WBGene00004391,1.772652565,1.772530321,1.770294449,1.767940316,0.091609127,0.051616904
WBGene00004392,1.837486112,1.833969516,1.832777031,1.828067067,0.131672886,0.071725633
WBGene00004393,0.25740632,0.252471009,0.245064385,0.231980166,0.078080638,0.322385962
